text,size,group,year1,type_of_violence,conflict_name,dyad_name,source_original,where_coordinates,date_start,date_end
R 10/9/1995 Sri Lanka rebels kill eight police commandos.,8,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Pulukunava locality,34981,34981
R 10/15/1995 Uneasy calm in north Sri Lanka ahead of army push.,3,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Defence Ministry also said in its daily communique,Batticaloa,34987,34987
R 10/17/1995 Sri Lanka push begins in rebel-held north - agency.,9,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Trincomalee town,34988,34988
R 10/19/1995 Retreating Sri Lanka rebels leave 65 dead.,153,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Jaffna,34989,34991
R 10/17/1995 Sri Lanka push begins in rebel-held north - agency.,10,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,civilian and military sources,Waters off Trincomale town,34988,34988
R 10/20/1995 Sri Lanka fight at fuel depot kills 20 servicemen.,22,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Kolonnawa locality,34992,34992
"R 10/20/1995 Suspected Tamil rebels blast fuel depots, kill 20.",1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,police,Orugodawatta town,34992,34992
R 10/21/1995 Tamil rebels massacre 66 in Sri Lanka villages.     R 10/21/1995 Sri Lankan troops advance against rebels in north.,120,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Jaffna town,34993,34993
"R, 1995-10-21",19,520,1995,3,LTTE - Civilians,LTTE - Civilians,"see ""what""",Padawiya village,34993,34993
"R, 1995-10-21",36,520,1995,3,LTTE - Civilians,LTTE - Civilians,"see ""what""",Welikanda town,34993,34993
"R 10/23/1995 MOre than 75 die in Sri Lanka battles, army says.",76,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Palali locality,34994,34994
"R, 1995-10-23",19,520,1995,3,LTTE - Civilians,LTTE - Civilians,survivors and poice,Kotiyagala village,34994,34994
"R 23 Oct 1995 ""Sri Lanka rebels kill six villagers, torch homes",6,520,1995,3,LTTE - Civilians,LTTE - Civilians,,Siyambalanduwa village,34994,34995
R 10/24/1995 Sri Lanka troops engage rebel Jaffna city vanguard.,48,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Neerveli town,34995,34995
R 10/28/1995 Tamil parties call for help to end Sri Lankan war.,20,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,ministry of defence,Madhagal village,34999,34999
"R, 1995-10-26  // Lloyd's Information Casualty Report 28 October 1995",36,520,1995,3,LTTE - Civilians,LTTE - Civilians,"see ""what""",Welioya town,34998,34998
R 10/28/1995 Sri Lanka rebels attack troops outside Jaffna.,2,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Defence Ministry,Jaffna,34999,34999
R 11/1/1995 Sri Lanka girds itself before Tamil showdown.,7,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Urumpirai town,35003,35003
R 11/2/1995 Army keeps Sri Lanka guessing on Jaffna showdown.,10,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Military spokesman Brigadier Sarath Munasinghe,Kayts locality,35004,35004
R 11/1/1995 Eight Sri Lankan policemen killed in rebel ambush.,8,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Batticaloa,35004,35004
R 11/2/1995 Army keeps Sri Lanka guessing on Jaffna showdown.,6,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Military spokesman Brigadier Sarath Munasinghe,Jaffna town,35004,35004
"R, 1995-11-03",5,520,1995,3,LTTE - Civilians,LTTE - Civilians,police,Siyambalanduwa village,35005,35005
"BBC 11/4/1995 OVER 1,000 TAMIL TIGERS REPORTED KILLED IN JAFFNA OFFENSIVE. F Source: SLBC radio external service, Colombo, in English 1045 gmt 3 Nov 95",1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Ampara,35006,35006
R 11/6/1995 Sri Lanka rebels kill 12 soldiers in east.,17,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Batticaloa town,35009,35009
R 11/10/1995 Sri Lanka troops resume march on rebel stronghold.,4,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,35012,35012
R 11/10/1995 Sri Lanka troops resume march on rebel stronghold.,1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee town,35012,35012
"R 11/10/1995 Renewed Sri Lanka fighting kills more than 90-army.      R 11/11/1995 Sri Lanka troops fight big Jaffna battles, 141 die.     R 11/11/1995 FOCUS - Fighting rages at the gates of Jaffna.",233,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military said in a statement,Jaffna town,35013,35013
R 11/12/1995 Sri Lanka army captures rebel underground base.,8,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Batticaloa,35014,35014
R 11/12/1995 Sri Lanka fighting rages as police sweep Colombo.,85,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,senior army officer told Reuters,Jaffna town,35014,35014
"R, 1995-11-11",15,520,1995,3,LTTE - Civilians,LTTE - Civilians,"see ""what""",Colombo city,35014,35014
R 11/12/1995 Sri Lanka fighting rages as police sweep Colombo.,15,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security sources,Colombo city,35014,35014
R 11/15/1995 Sri Lanka army says five civilians killed in east.,5,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army statement,Vantharumoolai locality,35017,35017
R 11/18/1995 Sri Lanka guerrillas shoot down cargo aircraft.,1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Urumpirai town,35020,35020
"R 11/19/1995 Sri Lanka army, rebel clashes kill 160.",72,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna town,35022,35022
"R 11/19/1995 Sri Lankan soldiers, 50 rebels killed in clash.",88,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Valaichchenai town,35022,35022
"R 11/20/1995 Sri Lanka army, rebels in fierce battle for Jaffna.",44,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army statement,Jaffna town,35023,35023
"R 11/22/1995 Sri Lanka troops surround Jaffna, cut rebel route.",45,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Ariyalai town,35024,35024
R 11/21/1995 Sri Lankan troops tread cautiously in Jaffna city.,3,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army statement,Lahugala town,35024,35024
"R 11/22/1995 Sri Lanka rebels report airstrikes, heavy fighting.",0,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE sources,Jaffna,35024,35024
R 11/23/1995 Sri Lanka army cuts off Jaffna town completely.,117,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army spokesman,Jaffna town,35025,35025
"R 11/22/1995 Sri Lanka army blocks Jaffna, cuts off supply road.",4,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Jaffna town,35025,35025
R 11/24/1995 Sri Lanka seeks more troops to help hold gains.,11,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Punanai locality,35027,35027
R 11/25/1995 Sri Lanka rebels use gas to slow advancing troops.,24,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army statement,Ariyalai town,35027,35027
R 11/26/1995 Sri Lanka army said ready to mark Jaffna victory.,1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Batticaloa,35028,35028
R 11/27/1995 Rebel resistance slows Sri Lanka army at Jaffna.,4,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,police,Batticaloa,35029,35029
R 11/28/1995 Sri Lanka rebels evacuate wounded from stronghold.    R 11/29/1995 Sri Lankan troops push deeper into Jaffna town.,3,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Water,35031,35031
R 11/29/1995 Sri Lanka navy captures rebel 'Sea Tiger' convoy.,4,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Jaffna,35032,35032
R 12/1/1995 Sri Lanka troops advance on Jaffna's trapped rebels.,16,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,water off Mullaittivu town,35034,35034
R 12/6/1995 Sri Lanka rebels kill 23 police commandos in attack.     R 12/6/1995 Death toll in east Sri Lanka battle rises to 69.,69,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence sources,Kalmunai town,35038,35038
R 12/24/1995 Ambush marks new phase in Sri Lanka rebel campaign.,93,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence officials and analysts,Valaichchenai town,35056,35056
"BBC 12/30/1995 RADIO SAYS GOVERNMENT TROOPS FOIL INFILTRATION BID AND BOMB ATTACK. F Source: SLBC radio external service, Colombo, in English 1045 gmt 27 Dec 95",1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Matakal locality,35057,35057
R 12/28/1995 Sri Lanka ex-militant hurt by rebel parcel bomb.,1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Valaichchenai town,35060,35060
R 12/27/1995 Sri Lanka Tamil rebels lose 15 fighters in raid.,15,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security sources,Puttur town,35060,35060
"BBC 1/1/1996  TERRORISTS"" KILLED BY GOVERNMENT FORCES IN EAST. F Source: Lankapuvath news agency in English 0915 gmt 30 Dec 95",3,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Senior military sources,Yakawewa locality,35062,35062
"R 12/31/1995 Seven Sri Lankan soldiers, rebels killed.",7,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security officials,Batticaloa town,35064,35064
"R 1/3/1996 Sri Lanka women, teen rebels attack airmen, convoy.",1,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Pankulam town,35067,35067
R 1/12/1996 Sri Lanka rebels kill three soldiers in east,3,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Wilgam Wehera shrine,35075,35075
R 1/20/1996 Sri Lanka troops hit Tamil guerrillas in east,7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,35081,35083
R 1/20/1996 Sri Lanka troops hit Tamil guerrillas in east,8,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Polonnaruwa,35081,35083
"R 1/22/1996 Sri Lankan Tamil rebels raid village, 22 killed",18,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,35086,35086
R 1/29/1996 Tamil rebels kill 14 Sri Lankan soldiers in raid.        R 1/29/1996 Nineteen killed in eastern Sri Lanka.,19,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Pulmoddai town,35093,35093
"Reuters 31 October 2002 ""UPDATE 1-Sri Lanka rebel gets 200 years as peace talks start"" // BBC http://news.bbc.co.uk/onthisday/hi/dates/stories/january/31/newsid_4083000/4083095.stm // BBC http://news.bbc.co.uk/2/hi/south_asia/51435.stm",91,520,1996,3,LTTE - Civilians,LTTE - Civilians,,Colombo city,35095,35095
R 2/7/1996 Sri Lanka clash leaves 26 dead.,26,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Navalady town,35102,35102
R 2/16/1996 Sri Lanka rebels detail naval setback,3,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Waters off Trincomale town,35109,35109
R 2/21/1996 Sri Lanka forces kill four rebels,4,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Periyavilan locality,35115,35115
R 2/24/1996 Sri Lanka soldiers kill six rebels,6,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kuchchaveli town,35118,35118
R 2/22/1996 Ten rebels killed in raid on Sri Lanka army camp.    R 2/22/1996 About 150 Sri Lanka rebels attack army camp.,10,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa town,35116,35116
R 2/23/1996 At least 19 die in Sri Lanka rebel attack.,19,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Anuradhapura,35117,35117
R 2/26/1996 Mortar fire kills five Sri Lankans,7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Tikkodai locality,35119,35119
R 2/27/1996 Sri Lankan forces repulse Tamil rebel raid.,1,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,35122,35122
R 2/28/1996 Sri Lanka army says 16 Tamil rebels killed in raid,16,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,35122,35122
R 3/2/1996 Sri Lanka says 25 Tamil rebels killed in attack,25,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mulliwadduvan town,35125,35125
R 3/11/1996 Rebel ambush kills 23 Sri Lanka policemen,23,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vellaveli town,35135,35135
"R 3/16/1996 Sri Lankan troops, rebels battle for army post",7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,operational headquarters of the ministry of defence said in a statement,Manal Aru stream,35139,35139
R 3/17/1996 Five Sri Lankan policemen killed in rebel attack.,5,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Alinchipotana town,35140,35140
"R 3/16/1996 Sri Lankan troops, rebels battle for army post",14,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,operational headquarters of the ministry of defence said in a statement,Manal Aru stream,35140,35140
R 3/16/1996 Sri Lankan guerrillas kill eight soldiers in east,8,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,35140,35140
R 3/19/1996 Sri Lanka gunships kill 30 Tamil rebels -military,30,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Nochchikulam town,35141,35141
R 3/25/1996 Fifteen Sri Lankan soldiers killed in rebel ambush.,15,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee,35149,35149
R 3/28/1996 Sri Lankan troops repulse two Tamil rebel raids,1,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee,35152,35152
R 3/30/1996 Sri Lankan Tamil rebels attack naval convoy,1,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence sources in the north said,Chundikkulam town,35154,35154
R 3/31/1996 Sri Lanka rebels sink navy boat as army attacks.,35,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,water off northeastern coast,35154,35154
R 4/1/1996 Sri Lankan Tamil rebels killed in clash.,4,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,North Eastern,35155,35155
R 4/1/1996 Sri Lankan Tamil rebels killed in clash.,2,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Valikamam South division,35155,35155
R 4/1/1996 Sri Lankan troops kill at least 11 rebels.,11,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kantarodai town,35156,35156
R 4/4/1996 Sri Lanka troops kill 36 guerrillas in two clashes,21,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Sandilipay locality,35158,35158
R 4/4/1996 Sri Lanka troops kill 36 guerrillas in two clashes,20,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Sangarathai locality,35158,35158
R 4/6/1996 Army-guerrilla battles kill 31 in Sri Lanka.,9,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Chankanai,35160,35160
R 4/6/1996 Army-guerrilla battles kill 31 in Sri Lanka.,2,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Udaiyarthurai locality,35160,35160
R 4/5/1996 Sri Lanka rebels kill 16 commandos in ambush   R 4/6/1996 Army-guerrilla battles kill 31 in Sri Lanka.,18,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Ampara,35160,35160
"R, 1996-04-06",2,520,1996,3,LTTE - Civilians,LTTE - Civilians,military,Welioya town,35161,35161
R 4/12/1996 Ten rebels killed in foiled attack on Colombo port.,10,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Colombo city,35167,35167
R 4/20/1996 Sri Lanka army kills 50 rebels in northern attack.,6,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,waters off Mandaitivu island,35173,35173
R 4/23/1996 Sri Lankan Tamil rebels overrun police post.,3,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,35178,35178
R 4/23/1996 Sri Lankan Tamil rebels overrun police post.,7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Serunuwara locality,35177,35177
R 4/25/1996 Sri Lanka troops resume push against Tamil rebels.,5,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Chavakachcheri town,35180,35180
R 4/26/1996 Sri Lanka troops kill 200 rebels in new offensive.   R 4/26/1996 Sri Lanka says over 200 rebels killed in offensive.,44,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,Defence ministry statement,Jaffna,35180,35180
R 4/26/1996 Sri Lanka says 200 guerrillas killed in offensive.,59,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,35181,35181
R 5/3/1996 Bomb attack kills at least six in eastern Sri Lanka.,6,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manthivu island,35188,35188
R 5/6/1996 Tamil rebels kill 10 Sri Lanka soldiers in attacks.,9,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,35191,35191
"R 5/6/1996 Thirty rebels, soldiers killed in Sri Lanka battle.",30,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Punanai locality,35191,35191
R 5/9/1996 Sri Lanka navy says sinks five Tamil rebel boats.,4,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kayts locality,35191,35193
R 5/19/1996 Sri Lanka Tamil rebels kill nine in three raids.,7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee town,35204,35204
R 5/25/1996 Sri Lankan Tamil rebels step up attacks in Jaffna,1,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vadamaradchchi division,35208,35208
R 5/27/1996 At least 25 killed in Sri Lanka rebel attack,25,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee town,35212,35212
R 6/1/1996 Tamil rebels kill five Sri Lankan policemen.,5,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kalawanchikuddy town,35216,35216
R 6/7/1996 Sri Lanka rebels kill nine policemen in attack - sources.,11,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Welikanda town,35223,35223
R 6/8/1996 Sri Lankan rebels kill soldier in village attack,1,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,35224,35224
R 6/9/1996 Sri Lanka rebels kill 17 soldiers in raid on base.,17,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Valaichchenai town,35225,35225
"R, 1996-06-11",14,520,1996,3,LTTE - Civilians,LTTE - Civilians,defence sources,Vanathavillu Division,35226,35226
R 6/16/1996 Sri Lanka troops kill eight Tamil rebels.,2,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army sources,Batticaloa,35231,35231
R 6/16/1996 Sri Lanka troops kill eight Tamil rebels.,3,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Elephant Pass,35232,35232
R 6/16/1996 Sri Lanka troops kill eight Tamil rebels.,3,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry and military sources,Karanavai North,35232,35232
R 6/17/1996 Sri Lanka troops killed more than 15 Tamil rebels.,15,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Chavakachcheri town,35233,35233
R 6/19/1996 Sri Lanka army kills four women Tiger rebels,2,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,35234,35234
R 6/19/1996 Sri Lanka army kills four women Tiger rebels,4,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,35234,35234
"R, 1996-06-18",6,520,1996,3,LTTE - Civilians,LTTE - Civilians,defence sources,Trincomalee,35234,35234
R 7/4/1996 Suicide bomber kills 21 in Sri Lanka.,0,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna town,35250,35250
R 7/18/1996 Sri Lanka navy kills 14 rebels near besieged camp,14,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Waters off Trincomale town,35264,35264
R 7/24/1996 Sri Lanka says 60 rebels killed in fierce battle,82,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry and LTTE statements,Mullaittivu town,35269,35269
R 7/27/1996 Nearly 60 killed in Sri Lanka offensive - army,59,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Elephant Pass,35272,35272
R 8/5/1996 Sri Lanka army says 200 rebels killed in battle,217,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry and LTTE statements,Kilinochchi town,35281,35281
"R 8/9/1996 Sri Lanka rebel ""device"" blasts ship, wounds 9",8,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee town,35286,35286
R 8/16/1996 Sri Lankan minister's assassination foiled - army,2,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kalmunai town,35290,35292
R 8/29/1996 Death toll rises to 29 from Sri Lanka rebel attack.,29,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Welikanda town,35306,35306
"R 9/25/1996 Tamil rebels attack army vehicle in north, kill 15",15,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kilinochchi town,35333,35333
"R 9/27/1996 Tamil rebels attack Sri Lankan army, kill 100.      R 9/27/1996 Sri Lankan army kill 450 attacking Tamil rebels.",525,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kilinochchi town,35334,35334
R 9/29/1996 Tamil Tiger rebels kill 15 Sri Lankan security men,15,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Wan-Ela locality,35337,35337
"AP 14 June 2003 ""%meta(ap-topic:Politics;ap-topic:General;%)",1,520,2003,3,LTTE - Civilians,LTTE - Civilians,,Jaffna town,37785,37785
R 10/1/1996 Sri Lanka rebels strike at army after setback.,7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna town,35338,35338
R 10/1/1996 Sri Lanka rebels strike at army after setback.,4,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Meesalai locality,35338,35338
"R 10/3/1996 Tamils attack Sri Lankan facilities, eight dead",2,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mannar town,35340,35340
R 10/21/1996 Sri Lankan forces destroy Tamil rebel navy base.,45,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,35358,35358
"R 10/26/1996 Sri Lankan Tamil rebels sink navy boat, kill seven",7,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Waters off Trincomale town,35363,35363
R 12/3/1996 Sri Lanka navy kills six rebels in clash - radio,6,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Water,35401,35401
R 12/20/1996 Sri Lanka rebels kill 11 soldiers in ambush,11,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kebitigollewa locality,35419,35419
R 12/30/1996 Mine kills five in northern Sri Lanka.,5,352,1996,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Valikamam South division,35428,35428
R 1/5/1997 Twelve killed in clashes in northeast Sri Lanka,2,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,35434,35434
R 1/5/1997 Twelve killed in clashes in northeast Sri Lanka,7,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,35434,35434
R 1/8/1997 Tamil Tigers say eight Sri Lanka troops killed.,5,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kallar village,35437,35437
"R 1/11/1997 Sri Lanka says 511 rebels, troops killed in battle.    R 1/13/1997 Sri Lankan army deaths in rebel raid rise to 223.",363,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry and LTTE sources,Paranthan town,35439,35439
"R 1/18/1997 Sri Lankan rebels overrun police post, killing 22.",8,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kebitigollewa locality,35448,35448
R 1/24/1997 Eight killed in Sri Lanka army-rebel clashes,3,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,35454,35454
R 1/24/1997 Eight killed in Sri Lanka army-rebel clashes,5,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Seruwila town,35454,35454
"R, 1997-01-28",0,520,1997,3,LTTE - Civilians,LTTE - Civilians,military officials,Polonnaruwa,35457,35457
R 2/2/1997 At least 30 killed in Sri Lanka weekend clashes,12,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vettilaikerni town,35462,35462
